customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2343-NNNNN,Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No internet service,No internet service,One year,Yes,Mailed check,100.09,5215.25,No
9565-KKKKK,Male,1,Yes,No,2,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No,One year,No,Mailed check,100.63,193.98,Yes
5272-GGGGG,Male,0,Yes,Yes,50,No,Yes,DSL,No,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,64.19,3210.62,No
6147-HHHHH,Female,1,Yes,No,43,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,48.48,2079.89,No
5351-MMMMM,Female,0,No,No,8,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No internet service,No,Two year,No,Electronic check,78.32,616.73,Yes
3144-VVVVV,Male,1,No,Yes,59,No,No phone service,DSL,No internet service,No internet service,No internet service,No,No internet service,No internet service,One year,No,Mailed check,99.71,5877.18,No
5915-OOOOO,Male,1,No,No,65,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),24.74,1604.64,No
6180-YYYYY,Female,1,Yes,Yes,12,Yes,Yes,No,No,No,Yes,No internet service,Yes,Yes,Two year,No,Credit card (automatic),114.07,1381.32,No
2188-AAAAA,Female,0,Yes,No,4,Yes,No,DSL,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,83.16,327.93,No
8508-TTTTT,Female,0,Yes,Yes,41,Yes,No,DSL,No,No,No,No internet service,No,No internet service,Two year,No,Electronic check,58.26,2389.38,No
2638-CCCCC,Male,0,No,No,7,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,69.1,476.97,No
9808-GGGGG,Male,0,Yes,Yes,69,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),57.0,3942.21,No
9288-IIIII,Male,0,Yes,Yes,69,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),59.72,4131.24,Yes
3170-LLLLL,Male,0,No,No,30,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,78.11,2351.14,Yes
2127-HHHHH,Male,0,Yes,Yes,6,Yes,No,DSL,Yes,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.3,142.26,Yes
7054-JJJJJ,Male,1,No,No,19,Yes,No,No,No internet service,No,No,No,Yes,No,One year,No,Mailed check,35.88,675.07,No
3584-OOOOO,Female,0,No,No,66,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No,No,Two year,No,Mailed check,41.07,2701.4,No
9900-WWWWW,Male,1,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No,Yes,No internet service,Yes,One year,No,Electronic check,59.21,599.79,No
5956-TTTTT,Male,0,No,Yes,16,Yes,Yes,No,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),55.54,884.04,No
9666-AAAAA,Male,1,Yes,Yes,37,Yes,Yes,DSL,Yes,No,Yes,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),90.83,3369.22,No
5905-VVVVV,Female,1,No,Yes,32,No,No phone service,Fiber optic,No,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,44.3,1409.05,No
2697-EEEEE,Male,0,Yes,Yes,47,Yes,No phone service,DSL,Yes,No,No,No internet service,Yes,No internet service,One year,Yes,Mailed check,23.99,1125.44,No
5333-DDDDD,Male,0,No,No,72,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,No internet service,Yes,One year,No,Mailed check,23.82,1710.48,No
2753-XXXXX,Female,0,Yes,Yes,43,Yes,Yes,No,No,No,No,No internet service,No,No,Two year,Yes,Mailed check,19.39,826.62,No
3546-IIIII,Male,0,No,No,36,Yes,No,No,Yes,No,No internet service,Yes,No internet service,No,Two year,Yes,Mailed check,22.07,777.07,No
5616-TTTTT,Male,0,No,Yes,26,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),104.55,2705.06,Yes
4450-WWWWW,Male,0,No,Yes,10,Yes,Yes,DSL,No internet service,No,No,Yes,Yes,No,Two year,Yes,Mailed check,88.32,894.48,Yes
6617-GGGGG,Male,0,Yes,Yes,31,Yes,No,DSL,No,No internet service,No,No,No internet service,Yes,Two year,No,Bank transfer (automatic),118.34,3660.18,No
5325-QQQQQ,Male,0,Yes,No,29,Yes,No,DSL,No,No internet service,Yes,No internet service,Yes,No internet service,One year,Yes,Electronic check,20.29,595.11,No
9004-IIIII,Female,0,No,Yes,5,No,Yes,DSL,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),103.57,518.0,Yes
1832-CCCCC,Female,0,Yes,No,1,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,88.2,84.75,No
7939-IIIII,Female,0,No,No,3,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No,Yes,One year,No,Bank transfer (automatic),82.6,243.56,No
1722-AAAAA,Male,1,Yes,No,67,No,No,DSL,No internet service,Yes,No internet service,Yes,No internet service,Yes,Two year,Yes,Electronic check,54.08,3622.54,No
6464-YYYYY,Male,0,No,Yes,71,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,56.11,3990.47,No
3143-UUUUU,Male,1,Yes,No,35,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),103.23,3600.77,Yes
5291-FFFFF,Female,0,No,Yes,15,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No internet service,No,Two year,No,Electronic check,89.96,1348.74,No
8239-RRRRR,Male,0,No,No,67,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,No internet service,One year,No,Mailed check,85.62,5740.39,Yes
8007-RRRRR,Male,0,No,Yes,30,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,Yes,No,Two year,Yes,Mailed check,21.33,647.34,No
1158-DDDDD,Female,0,No,No,43,Yes,No,DSL,No,Yes,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),36.77,1591.21,Yes
2232-WWWWW,Male,0,Yes,Yes,60,Yes,Yes,DSL,Yes,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),114.99,6897.57,No
3442-RRRRR,Female,0,No,Yes,40,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,No internet service,No,One year,Yes,Electronic check,63.91,2542.39,No
1590-LLLLL,Female,0,Yes,Yes,65,Yes,Yes,No,No,Yes,Yes,No,No internet service,No internet service,One year,No,Credit card (automatic),96.78,6294.76,No
3426-NNNNN,Female,0,Yes,No,29,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No internet service,No internet service,Two year,No,Mailed check,57.38,1662.83,No
3088-BBBBB,Male,0,No,No,19,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,95.06,1818.19,No
6050-LLLLL,Male,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,No,One year,Yes,Credit card (automatic),30.23,92.69,Yes
1653-LLLLL,Male,0,Yes,No,36,No,No,DSL,No,No,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.48,821.43,No
4441-VVVVV,Male,0,Yes,No,43,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),65.1,2794.04,No
5088-VVVVV,Male,0,No,No,15,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),77.71,1177.8,No
2684-LLLLL,Male,0,Yes,No,41,Yes,Yes,DSL,No,No internet service,No,Yes,No internet service,No internet service,One year,Yes,Mailed check,50.78,2083.55,No
7658-TTTTT,Male,1,Yes,No,36,Yes,No phone service,DSL,No internet service,No,No,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),90.21,3251.74,No
3532-HHHHH,Female,0,No,No,33,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No,No internet service,Two year,Yes,Mailed check,68.08,2229.47,No
3662-ZZZZZ,Male,0,No,No,5,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),111.55,568.85,No
3900-NNNNN,Female,1,Yes,Yes,14,Yes,No,DSL,No internet service,No,Yes,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),26.79,373.22,No
1406-FFFFF,Male,0,No,Yes,68,Yes,Yes,No,Yes,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.94,1700.87,Yes
6442-ZZZZZ,Male,0,Yes,No,47,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),109.21,5129.59,No
7745-ZZZZZ,Male,0,Yes,Yes,54,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),85.5,4628.52,Yes
5065-IIIII,Female,0,Yes,Yes,4,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,85.7,345.07,Yes
3608-ZZZZZ,Female,0,No,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,One year,Yes,Electronic check,21.02,190.65,No
2771-MMMMM,Female,0,Yes,No,53,Yes,No,No,No internet service,Yes,No internet service,No internet service,No internet service,No,One year,Yes,Mailed check,112.49,5980.91,No
1634-PPPPP,Female,0,No,No,60,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),95.82,5724.28,Yes
4644-GGGGG,Male,0,No,No,46,Yes,No,DSL,No internet service,No internet service,Yes,No,Yes,Yes,One year,No,Electronic check,95.06,4368.66,No
8541-LLLLL,Female,1,Yes,No,54,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,Yes,Month-to-month,No,Mailed check,109.9,5933.04,Yes
6000-ZZZZZ,Male,1,No,No,37,No,No phone service,No,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,76.35,2816.67,No
4728-HHHHH,Male,0,No,Yes,23,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),57.91,1335.25,Yes
1387-VVVVV,Female,0,No,No,27,Yes,No phone service,DSL,No,No,Yes,Yes,No internet service,No internet service,One year,Yes,Electronic check,66.56,1783.73,No
4164-MMMMM,Female,0,No,Yes,70,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,No internet service,Yes,Two year,No,Bank transfer (automatic),96.36,6732.22,No
6378-IIIII,Female,0,No,No,66,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Mailed check,95.51,6308.03,Yes
2137-YYYYY,Female,0,Yes,Yes,61,Yes,No phone service,No,No internet service,No,Yes,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),79.51,4840.97,No
5573-LLLLL,Female,0,No,No,51,Yes,No,No,No,Yes,No internet service,Yes,No internet service,Yes,One year,No,Electronic check,40.17,2053.79,No
9346-MMMMM,Female,1,Yes,No,50,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No,One year,No,Electronic check,100.55,5021.52,Yes
9785-KKKKK,Female,0,Yes,No,19,Yes,No phone service,DSL,No internet service,Yes,No,Yes,No internet service,No,One year,Yes,Mailed check,83.3,1574.32,No
1452-DDDDD,Female,0,Yes,No,1,Yes,Yes,DSL,Yes,No internet service,No,Yes,No,No,One year,Yes,Electronic check,40.49,30.62,No
5279-FFFFF,Male,0,Yes,No,40,No,No phone service,DSL,No internet service,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Mailed check,66.55,2652.48,No
5349-BBBBB,Female,0,Yes,No,32,Yes,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,118.47,3786.76,No
2776-TTTTT,Female,1,Yes,Yes,22,Yes,No,No,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,No,Electronic check,51.25,1119.52,Yes
8119-LLLLL,Male,0,No,No,66,Yes,Yes,DSL,No internet service,No internet service,No,No,No internet service,No,One year,No,Credit card (automatic),29.96,1976.11,No
6139-NNNNN,Female,0,No,Yes,40,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,One year,Yes,Mailed check,20.43,798.6,No
9379-DDDDD,Male,0,No,No,38,Yes,Yes,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),36.81,1390.31,No
7311-SSSSS,Male,0,Yes,Yes,48,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),37.04,1790.41,Yes
4114-IIIII,Female,0,No,Yes,55,Yes,No,Fiber optic,No,No,Yes,No internet service,No internet service,No,Two year,Yes,Mailed check,104.49,5734.38,Yes
1727-WWWWW,Male,0,No,Yes,55,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,33.94,1860.07,No
8144-AAAAA,Male,0,No,Yes,51,Yes,Yes,No,No internet service,Yes,Yes,Yes,No,No internet service,One year,No,Mailed check,104.95,5364.84,No
9518-ZZZZZ,Male,0,Yes,Yes,60,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Mailed check,26.97,1617.79,No
9821-VVVVV,Male,0,No,Yes,8,Yes,No,No,Yes,Yes,No internet service,No,No,No internet service,Two year,Yes,Credit card (automatic),109.37,857.74,No
4228-LLLLL,Female,0,Yes,No,68,Yes,No,DSL,Yes,No internet service,Yes,No,No internet service,No internet service,Two year,Yes,Mailed check,44.01,2998.64,No
8066-CCCCC,Male,0,No,Yes,72,Yes,Yes,No,No internet service,No,No,No internet service,Yes,No internet service,Two year,Yes,Electronic check,79.71,5750.97,No
6409-TTTTT,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),34.3,308.46,Yes
6143-VVVVV,Male,0,Yes,No,2,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),57.45,109.32,Yes
3041-XXXXX,Male,1,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,No,Electronic check,26.87,1863.48,No
5920-QQQQQ,Male,1,No,Yes,59,Yes,No,No,Yes,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),76.49,4508.05,No
6067-VVVVV,Male,1,No,No,19,Yes,Yes,No,No,Yes,No internet service,Yes,No,No,Two year,No,Credit card (automatic),53.01,994.73,No
7691-KKKKK,Female,0,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,103.89,2908.84,Yes
7592-WWWWW,Female,0,No,Yes,72,No,No,Fiber optic,No,No,Yes,No,No internet service,Yes,Two year,Yes,Mailed check,36.52,2637.72,No
5844-RRRRR,Male,0,Yes,Yes,14,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),46.39,639.57,No
3085-GGGGG,Male,0,Yes,Yes,24,Yes,Yes,No,Yes,Yes,No,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),36.06,872.29,No
7888-VVVVV,Female,1,No,Yes,44,Yes,No phone service,No,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),74.91,3278.51,Yes
7211-VVVVV,Male,0,No,Yes,56,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),29.48,1648.4,No
3851-TTTTT,Male,0,No,Yes,51,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,37.28,1881.19,Yes
5930-MMMMM,Male,0,Yes,No,32,Yes,No,No,No internet service,Yes,No internet service,No,No,Yes,One year,No,Mailed check,86.44,2767.9,No
9977-AAAAA,Female,0,Yes,Yes,50,Yes,No,No,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,25.73,1297.77,No
5978-JJJJJ,Female,0,No,No,41,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,92.94,3806.19,Yes
4443-NNNNN,Female,0,Yes,No,66,No,No,No,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,One year,No,Credit card (automatic),28.74,1898.46,No
6279-OOOOO,Male,0,No,No,25,Yes,Yes,DSL,No,Yes,No,No internet service,No,No,Two year,No,Mailed check,77.09,1922.21,No
8238-OOOOO,Male,0,Yes,No,61,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Mailed check,118.53,7233.87,No
4501-QQQQQ,Female,0,No,Yes,66,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No,Yes,One year,Yes,Electronic check,35.73,2366.29,No
8752-ZZZZZ,Female,0,No,No,42,Yes,Yes,Fiber optic,Yes,No,No,No,No,No internet service,Two year,No,Electronic check,44.49,1868.44,No
3780-VVVVV,Female,1,Yes,No,65,Yes,Yes,DSL,Yes,No,No internet service,No,Yes,No internet service,One year,Yes,Mailed check,108.54,7049.78,No
2389-JJJJJ,Female,1,No,No,36,No,No phone service,Fiber optic,No,Yes,No internet service,No,Yes,No,Month-to-month,No,Credit card (automatic),81.19,2925.71,Yes
9445-VVVVV,Male,0,No,No,9,Yes,No phone service,Fiber optic,No,Yes,No,No,No internet service,No,One year,No,Bank transfer (automatic),67.75,627.9,No
6491-CCCCC,Female,0,Yes,No,36,No,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Two year,Yes,Credit card (automatic),74.8,2695.95,No
4848-VVVVV,Male,0,No,Yes,38,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,47.95,1809.37,Yes
6085-HHHHH,Female,0,Yes,Yes,33,No,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),104.21,3457.85,No
4262-EEEEE,Male,0,No,No,42,Yes,No phone service,No,Yes,No,No internet service,Yes,No,Yes,Two year,No,Credit card (automatic),93.15,3904.15,No
1400-BBBBB,Female,1,Yes,Yes,61,Yes,No,No,No,No,Yes,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),82.82,5044.18,No
5011-PPPPP,Female,0,No,Yes,46,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,111.89,5157.02,No
2193-OOOOO,Female,1,No,No,61,Yes,No,DSL,Yes,No internet service,Yes,No,No,No,Month-to-month,Yes,Electronic check,76.35,4653.15,No
7790-UUUUU,Female,0,No,No,18,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No,No,No,Month-to-month,No,Credit card (automatic),69.69,1259.39,Yes
4185-WWWWW,Male,0,No,No,70,Yes,No,No,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),116.31,8145.95,No
7291-PPPPP,Female,0,Yes,Yes,15,Yes,Yes,No,Yes,No,No internet service,No internet service,Yes,No,One year,No,Electronic check,38.95,588.65,No
7547-HHHHH,Male,1,Yes,No,48,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),32.52,1575.4,No
3417-UUUUU,Male,0,Yes,Yes,72,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),34.56,2485.64,Yes
1090-YYYYY,Male,0,Yes,Yes,13,No,No,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,117.69,1530.31,No
2746-YYYYY,Male,0,Yes,Yes,43,Yes,Yes,DSL,No internet service,No,No,No internet service,No,No internet service,Month-to-month,No,Mailed check,83.8,3594.23,Yes
7965-HHHHH,Female,0,Yes,No,60,Yes,Yes,No,Yes,Yes,Yes,No,No,No internet service,One year,No,Mailed check,49.0,2947.47,No
3881-ZZZZZ,Male,0,Yes,Yes,57,Yes,No,Fiber optic,No,No,No internet service,No,Yes,Yes,Two year,Yes,Mailed check,43.27,2468.45,No
9486-OOOOO,Male,0,No,No,71,Yes,No,DSL,Yes,Yes,No internet service,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),23.94,1712.32,No
1822-RRRRR,Male,0,No,No,17,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,31.51,539.35,Yes
5082-DDDDD,Female,0,No,No,50,Yes,No phone service,No,No,No internet service,Yes,No,No internet service,No,Two year,Yes,Bank transfer (automatic),109.52,5493.31,No
8478-EEEEE,Female,0,No,No,32,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No internet service,One year,Yes,Bank transfer (automatic),93.36,2986.25,No
